image_id,image_path,true_label,teacher_prob,teacher_pred,student_prob,student_pred,prob_diff,abs_prob_diff,models_agree,teacher_correct,student_correct
ISIC_0027649,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027649.jpg,0,0.5080744,1,0.5385461,1,-0.030471683,0.030471683,True,False,False
ISIC_0025485,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025485.jpg,0,0.22715889,0,0.65093213,1,-0.42377323,0.42377323,False,True,False
ISIC_0026301,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026301.jpg,0,0.6732262,1,0.5249696,1,0.1482566,0.1482566,True,False,False
ISIC_0030227,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030227.jpg,0,0.5737715,1,0.30154607,0,0.2722254,0.2722254,False,False,True
ISIC_0027026,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027026.jpg,0,0.49453428,0,0.4001394,0,0.09439489,0.09439489,True,True,True
ISIC_0030783,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030783.jpg,0,0.5988013,1,0.26164025,0,0.33716106,0.33716106,False,False,True
ISIC_0028200,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028200.jpg,0,0.42473394,0,0.76072216,1,-0.33598822,0.33598822,False,True,False
ISIC_0030203,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030203.jpg,0,0.246788,0,0.26641566,0,-0.01962766,0.01962766,True,True,True
ISIC_0030459,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030459.jpg,0,0.47681305,0,0.09113612,0,0.38567692,0.38567692,True,True,True
ISIC_0029776,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029776.jpg,0,0.6246636,1,0.50020385,1,0.12445974,0.12445974,True,False,False
ISIC_0029519,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029519.jpg,0,0.23749326,0,0.11648361,0,0.121009655,0.121009655,True,True,True
ISIC_0025830,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025830.jpg,0,0.45397744,0,0.6276068,1,-0.17362937,0.17362937,False,True,False
ISIC_0030561,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030561.jpg,0,0.17950946,0,0.031168796,0,0.14834067,0.14834067,True,True,True
ISIC_0027320,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027320.jpg,0,0.65908474,1,0.6296927,1,0.029392064,0.029392064,True,False,False
ISIC_0031591,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0031591.jpg,0,0.52252567,1,0.14307526,0,0.3794504,0.3794504,False,False,True
ISIC_0025275,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025275.jpg,0,0.39223048,0,0.06308511,0,0.32914537,0.32914537,True,True,True
ISIC_0026606,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026606.jpg,0,0.5419338,1,0.048317254,0,0.49361652,0.49361652,False,False,True
ISIC_0025986,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025986.jpg,0,0.55643016,1,0.29128578,0,0.26514438,0.26514438,False,False,True
ISIC_0025928,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025928.jpg,0,0.4060904,0,0.2305669,0,0.1755235,0.1755235,True,True,True
ISIC_0026661,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026661.jpg,0,0.46531677,0,0.26610205,0,0.19921473,0.19921473,True,True,True
ISIC_0027706,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027706.jpg,0,0.5251135,1,0.12047834,0,0.4046352,0.4046352,False,False,True
ISIC_0030346,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030346.jpg,0,0.3741536,0,0.087738335,0,0.28641528,0.28641528,True,True,True
ISIC_0026526,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026526.jpg,0,0.37891403,0,0.15514365,0,0.22377038,0.22377038,True,True,True
ISIC_0027806,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027806.jpg,0,0.38250464,0,0.5441712,1,-0.16166657,0.16166657,False,True,False
ISIC_0025781,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025781.jpg,0,0.33433682,0,0.08026516,0,0.25407165,0.25407165,True,True,True
ISIC_0027760,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027760.jpg,0,0.59686846,1,0.4504472,0,0.14642125,0.14642125,False,False,True
ISIC_0026538,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026538.jpg,0,0.52757233,1,0.2305316,0,0.29704073,0.29704073,False,False,True
ISIC_0024772,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0024772.jpg,0,0.40830037,0,0.7283154,1,-0.32001504,0.32001504,False,True,False
ISIC_0028750,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028750.jpg,0,0.45874965,0,0.27600497,0,0.18274468,0.18274468,True,True,True
ISIC_0030188,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030188.jpg,0,0.8090564,1,0.69151205,1,0.11754435,0.11754435,True,False,False
ISIC_0027192,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027192.jpg,0,0.10087957,0,0.20298208,0,-0.10210251,0.10210251,True,True,True
ISIC_0027437,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027437.jpg,0,0.493916,0,0.08509006,0,0.40882593,0.40882593,True,True,True
ISIC_0030683,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030683.jpg,0,0.21624199,0,0.036475513,0,0.17976648,0.17976648,True,True,True
ISIC_0029126,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029126.jpg,0,0.101850346,0,0.0027692767,0,0.09908107,0.09908107,True,True,True
ISIC_0028702,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028702.jpg,0,0.1241511,0,0.011223618,0,0.11292748,0.11292748,True,True,True
ISIC_0031783,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0031783.jpg,0,0.6314836,1,0.18366042,0,0.4478232,0.4478232,False,False,True
ISIC_0030137,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030137.jpg,0,0.41203925,0,0.11535926,0,0.29667997,0.29667997,True,True,True
ISIC_0026316,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026316.jpg,0,0.41825694,0,0.69186133,1,-0.2736044,0.2736044,False,True,False
ISIC_0032024,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0032024.jpg,0,0.14709331,0,0.05294877,0,0.09414454,0.09414454,True,True,True
ISIC_0028650,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028650.jpg,0,0.5497382,1,0.17676316,0,0.37297505,0.37297505,False,False,True
ISIC_0027973,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027973.jpg,0,0.6119596,1,0.34157872,0,0.27038085,0.27038085,False,False,True
ISIC_0027893,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027893.jpg,0,0.46988016,0,0.5374038,1,-0.06752366,0.06752366,False,True,False
ISIC_0028593,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028593.jpg,0,0.29556042,0,0.013301421,0,0.282259,0.282259,True,True,True
ISIC_0027064,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027064.jpg,0,0.49640846,0,0.64533293,1,-0.14892447,0.14892447,False,True,False
ISIC_0030081,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030081.jpg,0,0.21949309,0,0.12508616,0,0.09440693,0.09440693,True,True,True
ISIC_0029243,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029243.jpg,0,0.47158337,0,0.108766824,0,0.36281654,0.36281654,True,True,True
ISIC_0027953,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027953.jpg,0,0.26280347,0,0.020798266,0,0.2420052,0.2420052,True,True,True
ISIC_0030935,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030935.jpg,0,0.4374428,0,0.23530008,0,0.20214273,0.20214273,True,True,True
ISIC_0029213,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029213.jpg,0,0.510187,1,0.3820153,0,0.12817168,0.12817168,False,False,True
ISIC_0032040,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0032040.jpg,0,0.36168432,0,0.48345146,0,-0.12176713,0.12176713,True,True,True
ISIC_0030372,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030372.jpg,0,0.19856475,0,0.27687442,0,-0.07830967,0.07830967,True,True,True
ISIC_0028404,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028404.jpg,0,0.3244692,0,0.29676914,0,0.027700067,0.027700067,True,True,True
ISIC_0024881,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0024881.jpg,0,0.4017384,0,0.03704181,0,0.3646966,0.3646966,True,True,True
ISIC_0027509,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027509.jpg,0,0.2703807,0,0.10060649,0,0.1697742,0.1697742,True,True,True
ISIC_0026539,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026539.jpg,0,0.41349068,0,0.80270785,1,-0.38921717,0.38921717,False,True,False
ISIC_0029764,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029764.jpg,0,0.5036381,1,0.13037366,0,0.37326443,0.37326443,False,False,True
ISIC_0027859,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027859.jpg,0,0.43648627,0,0.116530634,0,0.31995565,0.31995565,True,True,True
ISIC_0029612,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029612.jpg,0,0.06025267,0,0.009812744,0,0.050439924,0.050439924,True,True,True
ISIC_0028913,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028913.jpg,0,0.06688571,0,0.016387507,0,0.050498202,0.050498202,True,True,True
ISIC_0029443,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029443.jpg,0,0.1170656,0,0.022239873,0,0.09482573,0.09482573,True,True,True
ISIC_0027239,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027239.jpg,0,0.517037,1,0.11543805,0,0.40159893,0.40159893,False,False,True
ISIC_0030700,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030700.jpg,0,0.28204545,0,0.17719011,0,0.10485534,0.10485534,True,True,True
ISIC_0027770,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027770.jpg,0,0.098926134,0,0.03324605,0,0.06568009,0.06568009,True,True,True
ISIC_0031037,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0031037.jpg,0,0.47553298,0,0.12888364,0,0.34664935,0.34664935,True,True,True
ISIC_0025799,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025799.jpg,0,0.50391746,1,0.058245085,0,0.44567236,0.44567236,False,False,True
ISIC_0029627,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029627.jpg,0,0.6418495,1,0.3854876,0,0.25636193,0.25636193,False,False,True
ISIC_0030383,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030383.jpg,0,0.48339084,0,0.051643785,0,0.43174705,0.43174705,True,True,True
ISIC_0025465,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025465.jpg,0,0.54575974,1,0.23128064,0,0.3144791,0.3144791,False,False,True
ISIC_0027435,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027435.jpg,0,0.3651998,0,0.025081275,0,0.34011853,0.34011853,True,True,True
ISIC_0028180,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0028180.jpg,0,0.21645284,0,0.022760067,0,0.19369277,0.19369277,True,True,True
ISIC_0032395,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0032395.jpg,0,0.73598874,1,0.52639765,1,0.20959109,0.20959109,True,False,False
ISIC_0032031,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0032031.jpg,0,0.6409675,1,0.49611968,0,0.14484781,0.14484781,False,False,True
ISIC_0026280,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026280.jpg,0,0.48377505,0,0.7766924,1,-0.29291734,0.29291734,False,True,False
ISIC_0027811,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027811.jpg,0,0.6430909,1,0.77409583,1,-0.13100493,0.13100493,True,False,False
ISIC_0026248,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026248.jpg,0,0.2740634,0,0.029729612,0,0.2443338,0.2443338,True,True,True
ISIC_0027194,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0027194.jpg,0,0.4027906,0,0.35905188,0,0.043738723,0.043738723,True,True,True
ISIC_0026016,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026016.jpg,0,0.51436776,1,0.06585734,0,0.4485104,0.4485104,False,False,True
ISIC_0029505,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0029505.jpg,0,0.2570976,0,0.035066653,0,0.22203095,0.22203095,True,True,True
ISIC_0026069,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026069.jpg,0,0.3468193,0,0.0031613025,0,0.343658,0.343658,True,True,True
ISIC_0026524,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0026524.jpg,0,0.1624071,0,0.014929698,0,0.1474774,0.1474774,True,True,True
ISIC_0031277,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0031277.jpg,0,0.6468664,1,0.021791298,0,0.6250751,0.6250751,False,False,True
ISIC_0031853,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0031853.jpg,0,0.3574729,0,0.022591706,0,0.3348812,0.3348812,True,True,True
ISIC_0030369,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0030369.jpg,0,0.13488492,0,0.12476747,0,0.010117456,0.010117456,True,True,True
ISIC_0025753,/Users/ryan.healy/DS_MSDS/Deep_Learning_Final_Project/data/raw/ham_1000_archive/images/ISIC_0025753.jpg,0,0.19856028,0,0.049817152,0,0.14874312,0.14874312,True,True,True
